Population_Density_2010,Population_2010,White_Population_2010,Black_Population_2010,Asian_Population_2010,All_Other_Races_2010,Hispanic_Latino_2010,Household_Income_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Commercial_Construction_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Bachelors_Degree_2015,High_School_Diploma_2015,Early_Care_Proximity_2015,SchoolAge_Proximity_2015,Library_Card_Prevalence_2015,Proficiency_Elementary_School_2014,Proficiency_Middle_School_2014,Proficiency_High_School_2014,Highschool_Graduation_Rate_2014,Student_Absenteeism_2014,Neighborhood_School_Attendance_2014,Voter_Participation_2015,Low_Cost_Healthcare_Proximity_2016,Grocery_Proximity_2015,Pharmacy_Proximity_2015,Park_Proximity_2015,Births_to_Adolescents_2014,Low_Birthweight_2014,Prenatal_Care_2014,Age_of_Death_2014,Public_Health_Insurance _2015,Housing_Density_2015,Single_Family_Housing_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Residential_Renovation_2015,Foreclosures_2015,Home_Sales_Price_2015,Housing_Violations_2015,Subsidized_Housing_2015,Home_Ownership_2015,Residential_Occupancy_2014,Rental_Costs_2014,Violent_Crime_Rate_2015,Property_Crime_Rate_2015,Disorder_Call_Rate_2015,Animal_Control_Call_Rate_2015,Fire_Call_Rate_2015,Nuisance_Violations_2015,Long_Commute_2014,Bicycle_Friendliness_2015,Street_Connectivity_2016,Sidewalk_Availability_2013,Transit_Proximity_2015,Transit_Ridership_2015
12,1807,5.3,55.8,1.5,2.5,34.9,25900,33,89,0,3035,15174,41,3,7,80,100,100,18,31.4,24.7,25,84,11,77,7,0,0,0,96,4.2,12.6,46.3,31,38,6.8,16,1187,15,22,0.68,1.9,72929,1.9,0,8,76,732,10.9,49.2,139.3,25.9,14.2,3.6,41,1.3,0.96,51.3,100,
4,1086,2.1,83.7,9.3,1.9,2.9,23173,50,81,0,14632,497499,46,0,0,81,100,100,26,21.4,25.7,33.3,71,17,73,6,0,0,21,100,6.3,12.5,52.1,62,49,1.4,55,1023,37,66,0.98,2,,4.09,27,22,74,631,7,53.7,280.8,66,32.6,20.2,79,1.4,1.15,37.1,100,57
7,727,7.4,90,0,0.6,2.1,19076,66,82,0,7366,88387,55,25,9,74,100,100,22,3.6,29.6,57.1,86,21,61,10,0,57,0,100,3,12.1,36.4,68,55,3.2,95,1062,69,58,7.27,0.7,59300,7.61,0,44,81,861,17,48.7,306.6,94.9,40.2,35.2,40,1.8,1.37,53.6,100,58
2,909,1.5,92.4,0.1,4,2,28917,59,82,0.27,24824,446831,38,28,5,84,100,99,24,18.4,15.8,37.5,80,27,71,13,26,0,0,100,16,16,48,60,49,1.2,39,1085,61,52,1.61,2.3,,6.25,0,28,71,720,35.9,83.7,422.3,77.7,48.8,19.2,42,1.6,1.07,73.1,100,45
13,1328,3.8,92.8,0,1.7,1.7,22031,48,69,1.89,2741,16448,29,0,16,85,100,100,24,26.2,20,30.8,83,15,58,14,27,16,0,100,14.6,14.6,66.7,69,45,4.9,50,1231,43,31,3.77,0.9,,1.73,51,33,91,692,10.6,36.6,215.9,41.5,20.4,8.3,58,1.5,1.29,83.9,100,41
2,1248,38.5,40.5,4.7,3,13.2,82188,9,93,0,495,495,7,1,34,90,49,49,17,48.6,63.2,33.3,75,3,73,21,1,1,1,0,0,5.4,73,77,16,0.7,100,2668,18,10,0.67,1.8,189674,0.18,0,93,81,1650,0.6,21.7,52.2,21.7,20.4,1.8,67,1.2,1.18,23.6,0,
4,453,95.4,1.1,1.5,1.3,0.7,204345,0,100,0,4313,4313,26,0,91,100,68,68,17,83.3,91.7,,,0,66,38,85,45,85,0,0,0,85.7,,2,1.4,100,3378,30,4,7.69,0,503300,0,0,100,100,,0,4.4,42.2,8.9,4.4,0.7,33,1.7,1.08,48.1,92,
6,1440,39.9,23.7,3.8,2.7,29.9,27614,14,89,3.96,24038,1442309,23,15,48,98,96,96,13,41.7,27.8,30.8,83,10,86,4,100,100,100,80,0,13.9,50,63,18,3.2,0,,,,0,1.3,,,5,12,91,839,,,,,,,23,1.5,1.18,32.2,100,28
5,2541,30.1,47.5,5.1,3.1,14.1,50770,18,93,0.83,9339,102724,37,4,40,93,100,100,20,48.3,27,46.2,89,9,66,13,11,0,33,13,1.5,5.8,53.6,62,22,2.4,62,1651,20,22,0.42,2.8,108025,0.34,0,68,88,1152,2.6,32.2,123.9,34.8,25,11.2,66,1.2,1.1,31,73,0
2,1116,54.2,23.4,2.7,2.5,17.2,35515,11,96,3.83,34384,2475672,24,81,16,90,20,20,13,16.7,15.8,14.3,83,17,88,8,99,100,100,0,0,10.3,48.7,86,13,1.2,7,2031,34,18,0.21,0,,,0,16,87,742,,,,,,,35,1.2,1.15,0.6,100,32
4,1910,30.5,47.1,6.4,2.4,13.7,66131,12,93,0.19,598,598,2,2,47,94,95,95,20,55.8,36.9,36.4,96,10,65,18,5,0,0,0,0,8.6,63.8,75,18,1.5,100,1972,20,19,1.32,1.9,162788,0.51,0,93,94,1250,0.4,16.9,57.4,29.3,15.1,10.6,59,1.4,1.05,41.3,1,
8,2909,69,12.7,5.3,2.5,10.6,69750,7,94,0.27,2865,8596,32,22,53,86,22,42,17,63.2,53.4,65.2,85,6,82,24,20,52,24,44,2.8,5.7,76.4,60,10,3.2,59,2545,24,7,5.91,0.3,292486,0.17,0,57,98,836,0.7,9.7,36.7,15.4,12.4,0.4,48,1.4,1.04,29.9,95,28
9,1825,54.1,16.8,5.6,2.1,21.4,54113,14,96,7.02,16464,345746,26,100,53,91,98,98,16,52.9,51.9,66.7,82,8,75,16,0,84,86,6,0,8.9,64.3,78,16,4.5,16,2262,34,7,2.51,0.7,268812,0.22,6,18,87,885,1.1,15.5,93.7,17.7,16.1,2.2,64,1.5,1.26,55.7,100,22
8,564,4.1,28.9,0.9,1.4,64.7,23843,39,73,3.01,21491,128945,24,98,0,67,100,100,14,28.6,15.4,9.1,,21,70,2,0,0,0,0,7.4,13,51.9,,38,5.7,2,1088,17,38,0,0,,4.23,0,4,89,714,17,59.1,180.4,35.6,29.9,4.5,47,1.7,0.94,89.2,100,151
3,800,20.8,66.6,0.9,4.3,7.5,37181,29,91,0,14589,87535,45,40,16,97,70,68,18,29.6,28.6,57.1,86,10,69,20,0,40,40,44,0,8.3,45.8,73,26,1.4,60,1431,42,30,1.34,2.4,87727,0.73,0,56,83,1056,6.7,43.5,178.6,67,43.5,10.2,82,1.4,1.16,19.9,41,
2,1335,8,86.5,0.2,2,3.2,12333,64,67,3.67,47853,1914105,28,0,5,61,100,100,13,12.5,,,20,31,73,8,0,0,0,98,4.8,7.9,54,64,55,0.5,15,1091,64,46,0.15,0,,3.09,145,2,87,581,9.8,38.2,251.1,39,43.5,8.1,52,1.2,1.17,49.5,100,45
6,2864,16.2,52.6,6.9,2,22.3,49821,19,85,0.19,85455,940003,19,0,24,83,99,99,16,29.5,20.8,51.7,79,8,52,15,30,26,52,0,9.4,6.3,50,77,27,2.1,72,1578,29,18,1.94,1.3,122435,0.54,0,57,100,961,2.4,21.9,117.8,40,21.2,28.2,52,1.4,1.17,48.5,100,19
4,942,83.5,3.9,5.6,3.1,3.8,92750,3,97,0,,,,34,57,93,68,64,28,91.4,77.8,80,95,5,90,16,16,26,68,70,0,2.2,73.3,67,4,2.1,100,2205,16,11,2.91,0.4,265588,0,0,94,99,,0.8,4.7,23.7,18.2,11.8,2.4,82,1.2,1.03,58.8,0,
2,1586,79.4,6.4,5.9,2.9,5.4,81976,4,96,0.14,2870,2870,18,0,49,98,22,38,22,77.6,82.1,69,100,7,92,18,0,0,0,35,0,4.5,72.7,74,6,0.8,88,2533,21,10,2.07,0.3,263534,0.16,0,89,87,,0,10.7,32.6,19.1,34.8,1.1,65,1.5,1.05,29.4,0,
6,2372,74.2,7,9.4,1.4,7.9,86196,5,96,1.23,10483,220146,15,74,64,98,88,88,21,72.9,87,85.4,98,6,96,17,39,65,67,15,0,0,76.2,81,8,2,84,2328,17,14,1.48,0.7,229614,0,0,90,100,1388,0.9,6.3,61.3,27.9,16.2,4.9,62,1.6,1.12,48.4,0,
3,1153,2.1,92.6,0.8,2.1,2.4,29219,48,91,1.8,7293,94804,53,34,37,88,100,100,24,30,36,,60,18,57,25,0,0,1,100,3.3,26.7,46.7,78,39,1.5,96,1278,61,46,3.08,0.6,88500,6.24,0,46,79,915,16.4,50.9,297.5,65.7,60.8,23.6,52,1.4,1.43,32,100,32
7,1405,6.2,76.9,3.3,2.7,10.9,21324,46,70,0.48,3692,14768,31,65,11,71,100,100,17,21.6,16.2,29.4,50,22,69,10,12,65,85,90,7.1,7.1,41.1,66,43,3,43,1410,46,31,0,1.9,73550,5.62,7,24,68,739,10.7,48.4,196.5,73.8,19.1,16.4,88,1.5,1.24,43.1,100,152
3,1634,28,37.9,7.6,2.1,24.4,60734,18,90,0.62,102454,3380968,21,0,14,69,100,78,18,47.4,26.2,71.4,92,7,53,12,0,0,0,17,4.4,4.3,47.8,65,26,0.9,78,1585,23,16,0.31,2.2,128938,0.35,8,78,100,881,1.2,14.4,61.8,31.8,12,17,49,1.4,1.01,23.4,99,30
8,2422,25.8,24.6,1.5,1.6,46.5,27376,35,96,0.63,2510,25100,51,0,20,64,99,99,16,27.8,22.4,20,67,11,80,19,3,0,12,96,7.6,9.3,50,65,36,3,46,1332,58,29,3.45,0,170076,6.22,5,34,92,775,5.7,37,125.6,42.6,16.6,21.3,66,1.9,1.17,49.7,100,144
2,546,85.5,9.2,1.3,1.3,2.7,80573,5,98,4.57,6287,546947,61,57,48,93,100,100,18,50,,,,4,22,25,72,54,100,84,0,16.7,77.8,73,3,1.7,70,1463,69,27,6.24,0.4,292047,1.01,0,59,83,1023,13.5,133.6,790.8,80.9,120.1,17.2,47,1.4,1.29,59,100,50
9,3793,11.2,35.1,4.6,2,47.1,30644,27,81,2.78,13640,422842,30,69,13,65,100,100,13,24.7,30.9,45.7,70,13,77,14,84,81,82,91,8.3,8.3,52.4,59,33,3.4,35,1775,45,19,2.78,1.8,114000,1.66,0,25,92,790,7.5,40.1,194.2,33.1,23.5,9.9,78,1.5,1.19,53.8,100,67
5,768,5.9,89.2,0,3.4,1.6,24152,56,70,0.59,16311,130487,33,0,14,66,46,42,25,16.3,12.9,60,64,16,81,12,0,0,0,100,3.9,25.5,43.1,65,55,1.8,67,1096,67,54,4.13,1,62923,4.59,32,44,92,851,16.3,48.9,338.4,134.1,40.1,32.8,84,1.4,1.12,54.8,100,13
4,1612,83.3,6.4,1.5,2.8,6,69735,4,94,0.78,15000,105001,20,21,44,99,25,25,19,62.5,55.6,62.5,100,8,50,30,0,27,27,9,0,4.3,85.1,74,6,1.8,95,2004,34,10,2.86,1,180359,0.29,11,88,100,1317,1.2,22.3,42.8,22.9,16.9,5.3,68,1.5,1.12,41.1,23,31
4,2989,36.9,25.1,7.7,2,28.3,61136,16,90,0.7,40552,1784281,24,13,12,85,100,100,14,42.3,28,62.2,78,8,56,17,0,14,13,25,3.6,7.2,57.8,71,23,1.5,89,1528,33,15,1.81,1.4,122892,0.83,5,86,95,1494,1.5,15.7,71.7,50.5,23.9,22.9,53,1.5,1.14,23.4,40,25
4,945,87.8,4.4,2.3,1.1,4.3,126731,2,100,0.76,13812,248615,42,90,67,100,60,100,20,73.8,89.5,,100,4,89,30,63,70,68,100,0,2.5,85,75,7,1.8,92,2023,49,17,11.37,0.7,373470,0.43,0,84,71,965,0,15.9,99.3,40.3,34.7,6.9,42,1.5,1.24,71.7,100,91
5,1121,2,89.5,4.5,0.7,3.3,33100,56,88,0.46,12557,163241,45,0,7,68,100,100,25,20.6,14.3,20,69,17,74,12,0,0,0,100,7.3,12.2,51.2,58,47,2.2,65,1283,45,43,4.14,0.2,,5.03,0,47,100,690,18.6,38.8,253.8,70,39.6,41.5,46,1.5,1.22,60.1,100,21
6,1217,26.6,43.1,3.6,3.1,23.5,45509,25,92,0,55,55,31,0,13,86,100,100,23,36.6,25.7,,57,9,65,19,0,0,0,2,4.4,17.4,60.9,61,29,2.1,100,1567,28,25,1,2.2,107393,1.41,0,63,91,1123,0.8,10.8,86,56.3,19.9,23.5,80,1.7,1.04,20.1,79,7
4,2518,21.7,49.3,2.7,2.8,23.5,41310,29,87,0,18129,725152,31,38,17,82,86,89,22,33,20.7,42.2,74,15,77,13,0,30,29,8,6.4,7.7,56.4,62,34,1.6,82,1528,36,24,1.77,2.3,96964,1.35,10,64,97,1006,5,79.6,186.8,91.5,18.8,25,96,1.5,1.07,49.1,99,36
1,1635,64.3,22,4.4,2.6,6.7,120536,8,94,0,16738,83692,18,1,55,99,1,12,17,53.8,30.3,70,100,12,66,25,1,1,2,11,0,6.3,65.6,78,10,0.4,100,2797,27,10,0.8,0.7,248000,1.02,0,90,95,1625,1.2,12.6,56,37.9,18.7,2.2,74,1.1,1.05,7.6,0,
4,2565,32.3,49.1,3.2,2.3,13.2,44842,23,85,0.33,7753,15506,36,57,37,90,90,90,21,50.7,31.3,23.1,88,11,71,23,43,57,49,17,8.8,7.4,60.3,78,24,1.9,63,1857,42,18,2.17,1.1,119241,1.33,3,72,78,772,4.7,23.6,95.1,41.7,21.4,8.2,71,1.5,1.15,27.3,78,105
6,935,3.5,91,0.2,2.2,3,21278,48,79,0,3076,27685,55,0,8,75,75,75,27,17.2,6.8,,71,27,68,14,0,0,0,100,8.8,26.5,44.1,74,40,2.7,60,1045,67,46,5.26,0.8,,13.66,0,26,100,774,8.3,44.8,522.4,91.7,68.8,26.1,34,1.7,1.32,80,100,97
7,1658,8.4,66.8,3.1,4.3,17.4,36149,50,68,0.43,13857,194002,29,50,7,83,100,100,22,34.9,21.4,33.3,60,16,73,9,63,38,47,42,9.4,9.4,54.7,61,49,2.7,53,1245,49,30,2.61,1.5,,2.72,16,35,100,693,8.8,27.5,274.6,45.7,41,22.7,78,1.5,1.21,38.6,100,24
1,1043,36.5,47.6,4,1.9,10,56667,22,84,0.55,25328,1038436,31,0,20,85,97,84,15,46.9,6.3,40,100,18,57,21,0,66,49,16,10.5,15.8,52.6,74,31,0.5,100,1699,42,29,0.27,1.9,105429,0.52,0,75,76,,27.3,148.3,658.8,83.7,89.2,17.5,65,1.3,1.25,21.2,83,21
4,1895,17.4,68.7,3.5,2.5,7.9,53370,22,95,0,7940,47637,40,0,34,97,100,96,19,47.3,29.9,25,91,13,65,15,0,6,29,59,8.9,17.8,55.6,55,22,1.6,81,1868,20,25,0.64,1.6,113783,0.66,0,70,100,1148,2.9,31.5,107.6,26.7,29.1,26.4,58,1.5,1.06,57.9,79,58
3,1988,28.6,58.3,1.7,2.6,8.8,49281,22,93,0.16,10704,107042,45,0,30,95,63,67,21,42.9,20.5,52.2,84,14,72,16,0,0,0,18,12,2,64,70,27,1.2,100,1584,21,30,1.29,2.9,101957,0.94,0,84,91,1281,3.7,33.5,92.1,31.2,17.2,13.9,80,1.4,1.03,39.1,5,
1,725,30.1,46.6,6.6,5.2,11.4,41250,12,98,2.69,36458,2442661,23,78,56,100,97,92,16,46.2,41.9,33.3,78,11,59,14,78,2,35,11,0,12.5,70,74,11,0.5,24,1825,35,24,0.23,2.4,112083,0.29,0,19,84,1055,14.2,347.6,619.1,76.1,113.8,14.1,72,1.2,1.25,24.9,96,179
2,1368,43.3,46.3,3.1,1.5,5.7,54485,17,88,0,18866,75465,16,0,39,97,16,16,20,27.5,27,26.7,88,12,78,14,0,0,0,0,1.5,7.7,72.3,66,22,1.1,90,1988,16,26,0.34,2.7,151171,0.59,0,67,94,1627,2.3,29.4,85.4,27.7,38.4,7.4,75,1.5,1.15,30.7,66,14
5,2813,30.5,46.6,9.3,2.8,10.8,47959,28,91,0.16,19207,57621,26,12,20,76,99,99,16,43.8,22.6,50,93,14,80,18,0,0,16,6,4.1,9.6,57.5,66,32,1.7,100,1509,35,23,1.78,1.8,98326,1.25,0,83,81,1162,4.7,17.9,83.5,51.4,23.7,28.4,57,1.5,1.15,31.6,11,
2,725,16.7,21.9,52.4,5,4,73750,3,100,10.03,1307765,3923294,18,0,90,100,100,0,20,66.7,60,,,6,40,7,0,0,0,100,0,5.7,69.8,,4,0.9,0,,,,0,,,0,0,0,85,998,0,37.7,87.6,17.5,43.1,0,67,2.3,1.23,13.3,100,32
3,2951,71.9,8.8,9.4,2.8,7.1,77847,3,99,0.35,26621,212969,12,50,58,97,39,39,21,74.5,72.8,76.7,98,5,94,17,42,39,39,8,0,17.6,75,66,7,1.3,90,2860,13,11,1.16,0.5,270431,,0,97,100,,0.3,9.3,19,12.3,,2.1,71,1.3,1.12,65.8,0,
2,3350,37.7,44.4,7,3.3,7.7,68611,9,94,0.93,17476,209717,18,0,45,96,49,71,15,44.8,44.9,39.4,96,8,77,11,0,0,42,22,1.7,5,62.5,62,14,1.2,57,2486,15,15,0.4,1.4,251595,0.05,0,60,98,1069,0.2,13.7,48.6,26.4,13.7,2,65,1.2,1.22,38.6,0,
3,1837,70,19,5.3,2.4,3.3,81319,6,89,0.28,10265,30796,24,0,64,95,85,83,23,68.9,41.9,15.4,93,10,72,18,56,0,0,1,2.6,5.3,73.7,70,8,1,78,2804,17,16,1.26,2.1,248854,0.28,0,94,100,,0.5,8.8,44.9,11.9,15,3.4,80,1.1,1.14,61.3,0,
7,1141,29.9,62.8,1.8,2.5,2.9,54591,25,90,7.19,13186,923038,50,86,61,89,100,77,11,19.2,12.5,66.7,57,18,78,6,19,86,86,31,2.1,23.4,66,73,19,8.7,0,,,,0,,,2.77,0,0,91,1189,11.3,56,198.1,19,22.1,3.1,56,1.3,1.29,82.8,100,71
3,666,71.6,15.5,6.9,1.1,5,84565,1,100,12.61,19694,1949660,53,82,90,100,100,41,7,,,,,18,64,6,100,0,100,55,11.1,16.7,83.3,,1,4.3,3,1251,77,40,0.39,0,309526,0.09,0,20,77,1352,3.2,62.2,177.1,11.4,55.2,2.7,39,1.2,1.38,57.1,100,265
15,5621,66,25.3,3.6,1.8,3.3,76254,20,94,17.55,85511,6755393,53,100,78,95,100,100,22,41.7,10,,,21,56,15,71,99,100,100,2.3,18.6,69.8,68,13,10.7,2,2099,82,18,1.86,0.3,275797,0.25,10,36,89,1191,7.7,53.3,308.7,14.9,35.8,0.8,48,1.4,1.42,77.4,100,105
11,4182,38.8,51.3,3.3,1.3,5.3,51478,15,94,23.59,108191,9088061.246,46,100,58,92,94,100,16,28.6,35.6,14.3,71,10,69,14,82,15,45,100,4.2,8.3,72.2,66,14,4.9,3,2099,18,15,0,0.7,269772,0.95,31,16,82,1019,14,86.1,399.1,55.6,80.6,2.2,39,1.3,1.54,74.3,100,263
2,443,75.6,11.5,8.8,1.1,2.9,74890,11,97,57.51,227184,13858223,38,100,68,100,100,100,12,,,,,0,40,13,100,2,100,100,0,6.7,73.3,,,1.5,0,,,,0.71,0,500944,0,0,19,76,1495,74.5,885.9,2717.9,77.7,887.5,7.3,12,1.3,1.51,73.7,100,2047
5,1290,73.5,14.9,3.6,2.8,5.2,73258,9,92,5.39,5244,256974,65,100,52,92,100,100,19,66.7,36.8,,,10,28,24,47,62,53,100,1.9,3.8,79.2,64,11,3.3,70,1383,73,29,15.02,0.6,245806,0.7,0,66,80,940,8.7,80.4,418.4,73.5,40.8,24.5,44,1.5,1.39,81.5,100,59
5,1317,46.2,40.5,1.5,2.4,9.3,69512,18,92,1.53,9578,488455,51,87,47,84,100,100,15,30.3,29.4,,50,16,65,13,33,71,24,100,5.9,9.8,70.6,74,15,3,46,1190,59,42,4.96,0.4,205006,2.16,0,41,93,1133,7.3,37.2,167.1,89.6,30.5,14.7,53,1.4,1.3,58.1,100,76
1,872,63.6,25.7,2.2,2.5,6,50022,21,92,1.2,12360,98881,39,46,33,95,73,80,21,55.3,28.6,,71,15,78,24,0,0,50,88,0,5.3,78.9,71,24,0.6,100,1594,40,25,0.45,0.6,127694,0,2,67,100,1271,2.1,25.7,112.5,76.1,32.2,13.5,71,1.1,1.27,19.6,52,19
3,2514,19.6,59.9,8.9,3.4,8.2,36641,39,84,1.64,64550,2840200,42,0,14,78,77,77,16,42,14.3,20,82,15,74,11,0,0,0,80,2.9,17.6,51,64,38,1.5,66,1338,52,35,0.82,2.1,68500,2.46,5,45,90,683,7,30.5,115.8,78.9,29.1,16.9,59,1.3,1.23,14.8,100,45
4,590,10,82.2,0.5,3.6,3.7,25650,28,87,5.01,21225,509395,57,100,16,80,100,100,17,20,20,10,100,14,60,18,100,0,0,100,5,25,60,,26,2.5,59,1216,62,38,5.01,1.8,177400,3.46,14,29,90,744,15.1,53.2,251.2,66,48.6,31.1,22,1.6,1.24,89.8,100,134
2,3083,58.3,33.1,1.9,2,4.7,52212,15,94,0.06,4537,127028,52,25,26,90,71,81,19,41.8,25.6,33.3,59,16,70,22,0,0,22,75,3.9,5.8,69.2,78,17,0.8,97,1784,37,21,1.32,1.9,118263,0.39,0,79,94,964,4.1,27.5,92.2,50,34.7,11.1,67,1.3,1.21,19,60,9
6,1928,60.3,15,13,2.1,9.5,71159,8,94,0.34,1420,8517,41,77,67,93,73,78,22,68.7,49.3,40,95,6,92,30,21,75,75,83,1.8,7,84.2,69,11,2.7,34,3671,40,6,6.39,0,797292,0,0,28,96,1112,1.5,10.3,29.1,12.3,19.2,1.8,59,1.4,1.15,35.1,93,17
5,1474,84.9,4.2,2.2,1.4,7.3,76932,1,98,1.6,8120,40598,45,0,73,100,0,0,23,87.5,66.7,,100,5,90,35,88,0,5,7,0,5.6,88.9,77,3,2.4,40,2504,45,6,8.66,0.4,338333,0,0,58,87,1159,0,12,28.5,30.4,7.6,2.1,62,1.4,1.14,49.2,67,0
5,1010,70.8,15.6,6.7,2.9,4,84922,8,90,0,,,,39,68,99,0,70,22,71.4,67.6,54.5,82,7,85,28,0,46,46,82,2.7,8.1,81.1,,11,2.2,78,2763,23,6,7.91,1.2,433222,0.23,19,66,100,877,1.7,4.2,29.1,16.7,20,3.7,75,1.6,1.09,51.6,98,2
9,2379,66.9,14,8.2,2.8,8.2,58017,5,97,0.39,5285,21139,20,4,62,97,100,92,21,66.7,73.4,77.3,96,8,96,17,0,17,0,79,0,13.3,84.4,63,8,4.5,15,2733,20,3,4.34,0,276535,0,0,40,90,1023,0.4,10.8,50.8,24.8,7.6,1.2,65,1.2,1.04,59.1,100,9
4,2405,90,2.9,2.7,2,2.4,92551,2,99,0.29,20895,125370,24,9,66,95,11,45,25,76,82.1,77.8,100,8,92,31,0,16,13,46,0,5.3,82.7,75,4,1.5,100,2419,39,8,5.54,0.1,350648,0,0,90,100,1415,0.4,6.5,29.5,23.4,18.8,2.4,67,1.5,1.19,61.8,91,1
8,1937,69,11.1,5.6,2.8,11.5,57824,4,97,2.34,40284,604255,24,92,62,98,100,100,18,56.3,42.9,44.4,100,12,84,15,74,50,50,66,0,5,60,65,6,4,10,1671,34,15,0.39,0,152450,0,0,14,100,950,0.6,7.3,39.6,19,14.5,2,64,1.3,1.24,50.1,100,4
3,1894,53.8,12.1,21.9,3.2,9,88750,2,91,9.15,58387,2685809,13,0,76,100,100,100,20,74.1,74.4,62.5,80,7,87,9,27,0,0,8,0,6.2,67,78,3,1.7,20,2265,16,15,0.16,1.6,271182,0.1,0,25,95,1183,1.4,24.5,44.8,15.6,18.9,0.5,62,1.2,1.13,49.3,39,43
5,4416,78.6,7.1,8.7,1.9,3.8,127593,1,95,1.94,53000,636000,18,58,76,97,54,54,15,85.2,83.9,81.5,97,5,96,20,59,58,63,7,0,2.6,67.1,73,2,1.9,49,4386,17,8,4.91,0.6,504105,0.11,0,81,97,1179,0.6,6.6,35.7,12.6,25.9,0.6,62,1.4,1.07,53.8,53,
6,2139,80.3,10.1,2.4,1.7,5.5,79869,8,97,3.47,14815,251861,40,51,46,90,100,100,15,55.3,44,33.3,88,11,62,28,0,50,36,98,3,3,87.9,82,9,4.2,44,1712,45,17,5.78,0,301760,0.42,8,69,97,964,0.7,22.3,75.9,25.3,22,1.7,45,1.6,1.14,43.7,99,30
4,3051,88.4,3.8,2.6,1.7,3.6,102819,2,95,16.03,126787,7480408,26,98,80,99,21,26,20,86.7,77.5,81.8,88,5,85,33,30,58,56,23,0,14.3,88.9,80,3,1.8,42,2630,49,8,7.77,0.1,460923,0,0,60,90,1266,2.2,153.3,115.5,19.4,52.5,1.9,38,1.5,1.25,51.3,100,59
5,2129,93,1.6,1.9,1.1,2.4,111011,1,98,0.48,1238,1238,22,0,71,99,36,56,20,82.2,70.6,77.8,88,5,87,34,0,0,0,31,0,7.5,88.1,85,2,2.6,71,2336,44,11,10.35,0.3,394158,0,0,96,91,1808,0.4,8.9,36.9,31.5,22.7,1.6,54,1.3,1.18,39.2,100,3
3,3956,37.1,44.2,2.8,3.3,12.6,68661,13,90,0.07,6899,55193,18,0,39,95,45,45,16,43.3,33.3,46.7,91,11,77,13,0,18,0,0,1.8,9.8,65.2,67,19,1.1,100,1769,20,18,0.35,2.7,132950,0.33,0,83,90,1326,2.5,14.3,73,51.9,13.4,11.4,83,1.2,1.07,39.9,31,36
2,994,10.5,83.6,1.3,2.2,2.4,15454,59,66,3.23,19551,1720460,56,73,6,63,100,100,17,20,32.4,,85,18,68,10,20,39,0,94,5.3,7.9,52.6,63,51,0.9,99,986,68,55,3.03,1.6,68500,6.87,0,23,91,797,29.8,133.3,477.2,143.8,112.3,77.4,33,1.3,1.42,53.3,100,39
4,2875,1.9,90.3,0.1,1.8,5.8,26549,50,81,0.74,50872,1933146,33,0,10,78,97,97,24,20.2,15.4,28.6,67,20,61,18,0,0,0,100,9.8,14.7,52.9,70,45,1.6,61,1211,52,34,1.97,2.2,62212,2.44,39,43,82,665,9.1,31.7,170.9,53.7,41.8,17.7,47,1.5,1.27,39.5,100,55
2,2340,3.2,85.9,3.6,1.3,5.9,20748,49,69,1.69,29056,5404345,44,0,12,75,84,84,19,20,12,3.6,57,25,73,13,0,38,0,84,14.3,14.3,41.6,63,44,0.9,76,930,56,62,1.25,1.1,40344,6.55,22,36,88,668,19.9,70.1,358.6,76.5,86.6,21.6,53,1.2,1.23,35.4,100,46
5,2426,97.4,0.2,0.2,0.7,1.4,192276,0,98,2.48,6765,270605,58,79,88,100,58,93,16,89.4,96.4,50,100,4,91,50,44,56,55,87,0,11.1,95.6,80,0,2.4,72,3526,53,7,14.89,0.3,1084050,0.09,0,92,92,1034,0,13.3,48.4,28.4,48.7,1.9,16,1.4,1.34,80.4,100,15
5,1217,59,24.3,1.1,2,13.6,61259,17,90,1.49,10976,307326,46,5,35,93,85,90,16,34.5,42.3,,29,10,56,24,36,87,90,60,2.4,7.1,76.2,67,18,3.1,71,1209,59,30,1.12,0.4,125812,0.97,0,53,94,886,5.9,33.2,124,63.5,30.3,18.9,46,1.7,1.36,63.9,100,18
2,662,63.4,21.1,2,2.9,10.6,40694,23,95,4.02,18163,1834416,49,65,36,92,10,68,18,44.4,28.6,,100,11,59,18,74,7,100,69,6.9,17.2,62.1,60,22,1.3,52,1219,62,41,0.86,1.3,139500,1.31,0,35,87,868,16.3,111.8,566.6,162.1,84.2,18.3,63,1.2,1.27,60.3,100,69
6,4053,85.4,8.6,1.6,1.7,2.7,68863,3,95,6.29,26645,6101793,58,77,64,98,98,73,18,75.4,85,68.8,93,5,71,25,86,41,87,100,0.9,6.1,82.5,75,4,3.7,34,1826,79,23,7.79,0.2,382511,0.11,0,34,96,1108,2.5,50.6,141,30.6,63.1,5.5,33,1.5,1.41,78.7,100,75
3,2839,58.9,14.4,2.5,3.3,20.9,56273,15,84,2.07,47837,2870207,21,50,39,95,73,73,15,47.8,34.9,57.1,86,15,85,16,51,83,77,62,1.3,5.1,64.1,66,19,1.1,79,1547,36,19,1.62,1,139353,,0,67,94,1048,,,,,,,64,1.3,1.24,10,100,100
