cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
26301,Devils Lake,ND,Midwest,West North Central,"22,745",0,rural,0,48,0,0,0,0,0,0,0.627,32687,0.336,5.591,0.280,0.603,0.023,1716,3.440,0.000,5.558,14.8,0.439,-0.006,0.088,1628,0.013,0.613,0.060,0.712,0.006,0.004,0.013,0.012,2.389,0.881,0.000,0.210,0.081,0.547,-0.003,#REF!
26302,Carrington,ND,Midwest,West North Central,"6,516",0,rural,0,59,0,0,0,0,0,0,0.656,36561,0.321,7.593,0.245,0.682,0.023,1576,3.440,0.000,4.748,16.0,6.691,-0.041,,,,0.615,0.112,0.076,0.007,0.004,0.010,0.010,2.557,0.881,0.000,0.133,0.056,0.630,0.013,#REF!
26303,Turtle Mountain UT,ND,Midwest,West North Central,"16,550",0,rural,0,41,0,0,0,0,0,0,0.574,25045,0.394,7.113,0.323,0.475,0.016,1726,3.440,0.000,6.415,12.6,-16.988,0.048,0.060,1344,-0.175,0.580,0.064,3.066,0.005,0.008,0.014,0.012,0.425,1.019,0.000,0.332,0.097,0.478,-0.009,#REF!
26304,Minot,ND,Midwest,West North Central,"74,541",0,rural,0,56,0,0,0,0,0,0,0.606,31149,0.322,8.634,0.235,0.678,0.018,1625,3.440,0.000,4.748,16.5,8.783,-0.027,0.027,2021,-0.034,0.668,0.032,0.090,0.006,0.015,0.024,0.019,1.237,0.614,0.000,0.156,0.079,0.591,0.016,#REF!
26305,Rugby,ND,Midwest,West North Central,"11,487",0,rural,0,60,0,0,0,0,0,0,0.665,33947,0.369,10.406,0.265,0.647,0.022,1410,3.440,0.000,5.253,13.7,12.369,-0.029,,,,0.560,0.032,0.021,0.007,0.002,0.008,0.010,2.379,0.838,0.000,0.139,0.061,0.630,0.010,#REF!
26401,Ekalaka,SD,Midwest,West North Central,"2,713",0,rural,,,0,0,0,0,0,0,0.665,25283,0.225,,,,0.055,2352,0.000,0.000,5.864,11.5,,,,,,0.692,0.007,0.011,,,,0.008,1.967,0.508,0.000,0.111,0.074,0.653,0.035,#REF!
26402,Baker,MT,West,Mountain,"2,837",0,rural,,,0,0,0,0,0,0,0.713,30325,0.267,,,,0.041,4110,0.000,0.000,7.306,12.8,,,,,,0.665,0.007,0.004,,,,0.010,1.605,0.866,0.002,0.109,0.072,0.651,0.030,#REF!
26403,Bowman,ND,Midwest,West North Central,"4,009",0,rural,,,0,0,0,0,0,0,0.648,34194,0.297,,,,0.020,1820,3.440,0.000,5.772,12.2,,,,,,0.665,0.030,0.100,,0.000,0.004,0.004,2.460,0.893,0.000,0.082,0.065,0.648,0.022,#REF!
26404,Lemmon,ND,Midwest,West North Central,"8,671",0,rural,0,61,0,0,0,0,0,0,0.704,34793,0.310,8.435,0.226,0.673,0.028,1943,3.440,0.000,6.404,13.4,17.086,-0.036,,,,0.599,0.054,0.593,0.007,0.000,0.008,0.010,3.161,0.887,0.000,0.120,0.056,0.633,0.013,#REF!
26405,Scobey,MT,West,Mountain,"2,017",0,rural,,,,0,0,0,0,0,0.710,32705,0.262,,,,0.033,3841,0.000,0.000,8.514,11.8,,,,,,0.567,0.005,0.005,,,,0.048,2.841,1.308,0.001,0.150,0.085,0.601,0.021,#REF!
26406,Wolf Point,MT,West,Mountain,"12,597",0,rural,0,44,0,0,0,0,0,0,0.700,24254,0.330,5.489,0.275,0.527,0.032,2392,0.000,0.000,7.014,14.1,-10.316,0.038,0.079,1200,-0.234,0.626,0.016,2.831,0.005,0.005,0.007,0.008,0.364,0.793,0.000,0.261,0.106,0.516,0.007,#REF!
26407,Plentywood,MT,West,Mountain,"4,105",0,rural,,,0,0,0,0,0,0,0.681,33727,0.263,,,,0.028,2408,0.000,0.000,7.281,13.0,,,,,,0.590,0.028,0.000,,0.000,0.007,0.018,1.270,0.758,0.001,0.095,0.068,0.607,0.031,#REF!
26408,Glasgow,MT,West,Mountain,"12,276",0,rural,0,51,0,0,0,0,0,0,0.697,31217,0.318,4.758,0.271,0.609,0.037,6900,0.000,0.000,7.491,13.6,9.237,-0.028,,,,0.618,0.014,0.082,0.006,0.005,0.010,0.011,1.564,0.597,0.001,0.165,0.074,0.613,0.024,#REF!
26409,Glendive,MT,West,Mountain,"12,051",0,rural,0,57,0,0,0,0,0,0,0.735,29215,0.260,4.291,0.217,0.688,0.028,2130,0.000,0.000,5.793,14.5,11.656,-0.026,0.083,1236,0.080,0.623,0.009,0.018,0.007,0.003,0.009,0.010,1.751,0.542,0.001,0.143,0.085,0.606,0.027,#REF!
26410,Dickinson,ND,Midwest,West North Central,"27,124",0,rural,0,64,0,0,0,0,0,0,0.659,29909,0.312,8.093,0.231,0.664,0.019,1600,3.440,0.000,5.080,18.1,10.289,-0.027,0.037,1982,-0.060,0.662,0.082,0.259,0.006,0.010,0.014,0.008,1.261,0.836,0.000,0.154,0.072,0.598,0.019,#REF!
26411,Sidney,ND,Midwest,West North Central,"22,035",0,rural,0,56,0,0,0,0,0,0,0.637,30292,0.296,5.407,0.242,0.667,0.023,2385,3.440,0.000,6.291,14.4,5.512,-0.019,0.045,1920,-0.185,0.620,0.042,0.160,0.006,0.010,0.017,0.014,1.421,0.658,0.001,0.181,0.081,0.593,0.031,#REF!
26412,Williston,ND,Midwest,West North Central,"24,286",0,rural,0,61,0,0,0,0,0,0,0.702,32277,0.321,7.252,0.248,0.654,0.019,1957,3.440,0.000,5.093,16.1,9.652,-0.034,0.041,1592,-0.005,0.643,0.033,0.047,0.006,0.010,0.011,0.013,1.353,0.828,0.000,0.187,0.090,0.584,0.033,#REF!
26501,Brookings,SD,Midwest,West North Central,"40,630",0,rural,0,54,0,0,0,0,0,0,0.640,30234,0.317,9.071,0.226,0.670,0.029,2273,0.000,0.000,4.768,15.5,12.972,-0.022,0.025,1933,0.127,0.720,0.196,1.104,0.007,0.017,0.017,0.019,1.262,0.663,0.000,0.151,0.063,0.525,-0.008,#REF!
26502,Madison,SD,Midwest,West North Central,"14,160",0,rural,0,54,0,0,0,0,0,0,0.632,30819,0.323,9.604,0.227,0.686,0.027,2611,0.000,0.000,4.547,17.2,13.990,-0.024,0.071,1935,-0.016,0.670,0.167,0.198,0.006,0.014,0.019,0.008,2.281,0.725,0.000,0.139,0.068,0.564,0.012,#REF!
26503,Sioux Falls,SD,Midwest,West North Central,"200,630",0,urban,0,49,0,0,0,0,0,0,0.439,36624,0.387,13.170,0.256,0.599,0.028,1707,0.000,0.000,5.132,17.3,-0.600,-0.004,0.040,5666,0.023,0.742,0.119,0.492,0.007,0.026,0.019,0.034,1.629,0.643,0.001,0.181,0.089,0.563,0.001,#REF!
26504,Watertown,SD,Midwest,West North Central,"40,078",0,rural,0,55,0,0,0,0,0,0,0.595,35143,0.330,7.690,0.253,0.683,0.027,2099,0.000,0.000,4.920,17.4,14.260,-0.013,0.025,1980,0.376,0.693,0.199,1.113,0.007,0.012,0.015,0.011,1.789,0.826,0.001,0.144,0.071,0.611,0.003,#REF!
26601,Milbank,MN,Midwest,West North Central,"17,801",0,rural,0,56,0,0,0,0,0,0,0.650,34361,0.310,6.661,0.243,0.686,0.025,5010,2.500,17.286,6.052,15.6,11.685,-0.033,,,,0.596,0.078,0.258,0.007,0.004,0.006,0.010,2.339,1.004,0.001,0.119,0.057,0.635,0.015,#REF!
26602,Sisseton,SD,Midwest,West North Central,"20,859",0,rural,0,49,0,0,0,0,0,0,0.563,30613,0.292,4.579,0.246,0.616,0.026,1563,0.000,0.000,5.094,13.9,4.794,-0.006,0.048,,-0.158,0.600,0.099,0.750,0.006,0.008,0.009,0.007,2.331,0.831,0.001,0.171,0.078,0.579,0.006,#REF!
26603,East Corson UT,SD,Midwest,West North Central,"8,225",0,urban,0,33,0,0,0,0,0,0,0.505,17401,0.457,14.908,0.307,0.465,0.017,1539,0.000,0.000,6.853,12.3,-22.102,0.099,0.243,17000,-0.229,0.546,0.016,0.000,0.006,0.009,0.016,0.005,-0.244,0.693,0.000,0.344,0.105,0.405,0.017,#REF!
26604,Mobridge,SD,Midwest,West North Central,"7,756",0,rural,0,52,0,0,0,0,0,0,0.708,31322,0.272,4.955,0.222,0.663,0.027,1702,0.000,0.000,5.090,15.5,19.040,-0.010,,,,0.593,0.029,0.000,0.007,0.005,0.006,0.005,2.379,0.834,0.001,0.189,0.083,0.579,0.027,#REF!
26605,Aberdeen,SD,Midwest,West North Central,"52,825",0,rural,0,55,0,0,0,0,0,0,0.676,33760,0.366,10.840,0.257,0.636,0.030,1759,0.000,0.000,5.042,15.4,7.676,-0.014,0.038,2466,-0.014,0.656,0.094,0.275,0.007,0.008,0.010,0.008,2.063,0.862,0.001,0.154,0.075,0.591,0.005,#REF!
26701,Bemidji,MN,Midwest,West North Central,"101,639",0,rural,0,45,0,0,0,0,0,0,0.449,31567,0.395,9.319,0.302,0.577,0.021,2723,2.500,17.286,7.145,16.5,4.087,0.006,0.039,2810,0.074,0.635,0.110,0.506,0.006,0.018,0.017,0.014,1.443,0.564,0.001,0.211,0.087,0.570,0.008,#REF!
26702,Grafton,ND,Midwest,West North Central,"31,090",0,rural,0,57,0,0,0,0,0,0,0.582,34409,0.337,9.879,0.238,0.659,0.026,2180,3.440,0.000,5.561,15.5,8.881,-0.026,0.032,13175,,0.617,0.112,0.059,0.007,0.007,0.012,0.026,2.415,0.876,0.000,0.124,0.067,0.617,0.019,#REF!
26703,Thief River Falls,MN,Midwest,West North Central,"28,038",0,rural,0,55,0,0,0,0,0,0,0.534,32095,0.336,9.085,0.245,0.672,0.022,3713,2.500,17.286,6.982,15.6,9.516,-0.032,0.071,2427,-0.091,0.648,0.174,0.287,0.006,0.010,0.013,0.016,2.338,0.826,0.000,0.164,0.077,0.589,0.014,#REF!
26704,Grand Forks,ND,Midwest,West North Central,"108,213",0,urban,0,51,0,0,0,0,0,0,0.613,31651,0.333,10.207,0.231,0.640,0.022,2039,3.440,0.000,5.709,16.8,8.004,-0.017,0.028,2733,0.094,0.680,0.074,0.168,0.006,0.019,0.024,0.027,1.612,0.674,0.001,0.181,0.074,0.532,0.002,#REF!
26801,Fargo,ND,Midwest,West North Central,"206,945",0,urban,0,50,0,0,0,0,0,0,0.518,34085,0.365,11.083,0.254,0.597,0.020,2263,3.440,0.000,6.269,17.2,6.018,-0.014,0.024,2686,0.054,0.721,0.096,0.151,0.006,0.023,0.020,0.027,1.800,0.624,0.001,0.171,0.080,0.533,0.003,#REF!
26802,Lisbon,ND,Midwest,West North Central,"16,013",0,rural,0,60,0,0,0,0,0,0,0.606,35168,0.268,6.895,0.199,0.699,0.021,1429,3.440,0.000,4.879,17.3,10.804,-0.031,0.062,5700,0.137,0.647,0.192,0.318,0.007,0.010,0.014,0.011,2.606,0.882,0.000,0.100,0.070,0.626,0.006,#REF!
26803,Jamestown,ND,Midwest,West North Central,"38,384",0,rural,0,56,0,0,0,0,0,0,0.667,32842,0.329,8.370,0.245,0.648,0.020,1406,3.440,0.000,5.257,16.4,10.253,-0.034,0.052,5551,0.092,0.631,0.104,0.399,0.007,0.010,0.013,0.010,2.260,0.755,0.000,0.156,0.081,0.571,0.013,#REF!
26804,Cooperstown,ND,Midwest,West North Central,"2,754",0,rural,,,,0,0,0,0,0,0.615,34890,0.403,,,,0.025,1392,3.440,0.000,6.071,13.7,,,,,,0.583,0.093,1.673,,0.006,0.008,0.009,2.695,0.746,0.000,0.086,0.047,0.638,0.011,#REF!
26901,Fergus Falls,MN,Midwest,West North Central,"117,558",0,rural,0,53,0,0,0,0,0,0,0.526,36094,0.335,8.518,0.250,0.648,0.019,2972,2.500,17.286,6.713,16.9,15.814,-0.003,0.026,3215,0.063,0.637,0.148,0.436,0.007,0.017,0.015,0.015,2.729,0.731,0.001,0.136,0.072,0.608,0.007,#REF!
26902,Little Falls,MN,Midwest,West North Central,"69,851",0,rural,0,52,0,0,0,0,0,0,0.435,31851,0.308,6.947,0.239,0.659,0.017,2770,2.500,17.286,7.227,17.4,7.154,-0.019,,,,0.643,0.195,0.876,0.006,0.023,0.021,0.013,1.556,0.667,0.001,0.145,0.079,0.602,0.006,#REF!
27001,O'Neill,NE,Midwest,West North Central,"14,875",0,rural,0,57,0,0,0,0,0,0,0.653,31084,0.296,6.285,0.234,0.628,0.024,1668,1.720,0.000,8.565,12.0,10.016,-0.033,,,,0.654,0.033,0.013,0.006,0.004,0.005,0.007,1.311,0.688,0.000,0.097,0.060,0.649,0.013,#REF!
27002,Ord,NE,Midwest,West North Central,"9,975",0,rural,0,58,0,0,0,0,0,0,0.658,31042,0.362,6.536,0.296,0.597,0.032,2684,1.720,0.000,6.896,11.9,9.690,-0.034,,,,0.630,0.037,0.082,0.006,0.000,0.006,0.008,0.837,0.822,0.000,0.109,0.065,0.636,0.006,#REF!
27003,Ainsworth,NE,Midwest,West North Central,"6,264",0,rural,0,56,0,0,0,0,0,0,0.670,30825,0.291,5.895,0.232,0.571,0.032,2817,1.720,0.000,6.274,11.6,0.131,,,,,0.635,0.038,1.279,0.007,,,0.008,1.548,0.545,0.000,0.137,0.076,0.639,0.003,#REF!
27004,Winner,SD,Midwest,West North Central,"11,222",0,rural,0,52,0,0,0,0,0,0,0.673,29623,0.346,7.011,0.276,0.586,0.027,1773,0.000,0.000,4.964,14.8,16.809,-0.019,,,,0.627,0.014,0.213,0.007,0.001,0.006,0.005,1.978,0.705,0.001,0.122,0.071,0.600,0.026,#REF!
27005,Yankton,SD,Midwest,West North Central,"47,901",0,rural,0,58,0,0,0,0,0,0,0.583,31086,0.309,6.798,0.241,0.670,0.025,1860,0.000,0.000,6.307,16.2,8.914,-0.017,0.021,9710,0.071,0.636,0.142,1.580,0.007,0.007,0.012,0.011,1.310,0.769,0.001,0.138,0.068,0.619,0.009,#REF!
27006,Mitchell,SD,Midwest,West North Central,"27,613",0,rural,0,52,0,0,0,0,0,0,0.641,33753,0.396,13.422,0.261,0.639,0.030,1673,0.000,0.000,5.252,14.8,15.040,-0.030,0.072,4330,0.337,0.667,0.133,1.860,0.007,0.013,0.015,0.010,2.059,0.787,0.001,0.151,0.077,0.587,0.003,#REF!
27007,Huron,SD,Midwest,West North Central,"19,318",0,rural,0,52,0,0,0,0,0,0,0.670,35617,0.329,8.420,0.245,0.649,0.026,1636,0.000,0.000,5.120,15.5,7.178,-0.010,0.052,7200,,0.649,0.124,0.073,0.007,0.009,0.020,0.010,3.550,0.751,0.000,0.165,0.091,0.594,-0.001,#REF!
27008,Parkston,SD,Midwest,West North Central,"20,883",0,rural,0,51,0,0,0,0,0,0,0.613,29594,0.340,8.575,0.254,0.631,0.028,1539,0.000,0.000,4.736,14.1,6.127,-0.027,,,,0.599,0.066,0.061,0.007,0.007,0.009,0.007,2.774,0.903,0.001,0.140,0.055,0.608,0.013,#REF!
27009,Chamberlain,SD,Midwest,West North Central,"11,291",0,rural,0,41,0,0,1,0,0,0,0.600,26746,0.374,7.207,0.302,0.569,0.025,1366,0.000,0.000,5.188,13.2,13.686,-0.019,,,,0.643,0.023,0.048,0.007,0.003,0.005,0.005,0.682,0.696,0.001,0.242,0.081,0.531,0.003,#REF!
27010,Miller,SD,Midwest,West North Central,"5,412",0,rural,,,0,0,0,0,0,0,0.697,39611,0.267,,,,0.035,1977,0.000,0.000,5.358,14.3,,,,,,0.625,0.022,0.011,,0.004,0.000,0.009,3.375,0.722,0.000,0.111,0.063,0.605,-0.007,#REF!
27011,Pierre,SD,Midwest,West North Central,"20,809",0,rural,0,47,0,0,0,0,0,0,0.767,38653,0.344,7.779,0.266,0.609,0.027,1943,0.000,0.000,5.099,17.7,8.612,0.007,,,,0.739,0.015,0.021,0.008,0.012,0.013,0.012,5.266,0.699,0.001,0.184,0.098,0.616,0.002,#REF!
27012,Gettysburg,SD,Midwest,West North Central,"2,693",0,rural,,,0,0,0,0,0,0,0.729,37190,0.300,,,,0.030,1832,0.000,0.000,6.693,14.2,,,,,,0.614,0.047,0.052,,0.000,0.006,0.004,4.555,1.158,0.000,0.084,0.074,0.655,0.006,#REF!
27101,Willmar,MN,Midwest,West North Central,"85,394",0,rural,0,52,0,0,0,0,0,0,0.549,35795,0.313,7.697,0.236,0.659,0.018,3638,2.500,17.286,7.863,16.5,5.464,-0.012,0.023,2232,0.046,0.654,0.158,2.415,0.007,0.010,0.012,0.025,2.626,0.844,0.001,0.148,0.074,0.595,0.007,#REF!
27102,Marshall,MN,Midwest,West North Central,"51,470",0,rural,0,55,0,0,0,0,0,0,0.621,34330,0.331,9.090,0.240,0.661,0.020,3783,2.500,17.286,6.325,16.3,11.332,-0.017,0.019,2790,0.029,0.688,0.175,0.729,0.007,0.009,0.014,0.027,2.843,0.808,0.000,0.135,0.055,0.608,0.003,#REF!
27201,Sioux Center,IA,Midwest,West North Central,"58,454",0,rural,0,58,0,0,0,0,0,0,0.629,32542,0.330,13.264,0.198,0.734,0.023,2097,2.860,3.714,6.003,14.9,10.514,-0.031,0.051,10233,0.195,0.690,0.188,1.407,0.007,0.008,0.010,0.023,2.820,0.928,0.001,0.082,0.042,0.634,0.005,#REF!
27202,Worthington,MN,Midwest,West North Central,"60,435",0,rural,0,54,0,0,0,0,0,0,0.589,34678,0.271,6.866,0.202,0.713,0.020,3025,2.500,17.286,6.848,15.9,8.616,-0.018,,,,0.653,0.193,0.322,0.007,0.004,0.010,0.043,2.813,0.864,0.001,0.132,0.059,0.627,0.004,#REF!
27301,Spencer,IA,Midwest,West North Central,"61,106",0,rural,0,54,0,0,0,0,0,0,0.598,38061,0.370,12.545,0.245,0.684,0.026,2689,2.860,3.714,6.271,14.6,9.503,-0.033,,,,0.657,0.186,0.783,0.008,0.008,0.010,0.011,1.821,0.781,0.000,0.147,0.077,0.612,0.014,#REF!
27302,Fairmont,MN,Midwest,West North Central,"49,010",0,rural,0,52,0,0,0,0,0,0,0.576,35648,0.294,7.086,0.223,0.695,0.022,3270,2.500,17.286,7.665,15.3,9.026,-0.013,0.020,2016,0.058,0.648,0.207,1.774,0.007,0.009,0.012,0.016,2.860,0.878,0.001,0.157,0.073,0.608,0.007,#REF!
27401,Storm Lake,IA,Midwest,West North Central,"52,812",0,rural,0,55,0,0,0,0,0,0,0.614,34279,0.318,8.244,0.235,0.692,0.023,1936,2.860,3.714,6.030,13.6,4.720,-0.033,0.019,17176,0.206,0.644,0.190,0.705,0.007,0.007,0.011,0.053,2.078,0.741,0.000,0.146,0.069,0.597,0.004,#REF!
27402,Fort Dodge,IA,Midwest,West North Central,"101,165",0,rural,0,50,0,0,0,0,0,0,0.572,35646,0.330,10.560,0.224,0.668,0.027,2322,2.860,3.714,6.203,14.2,4.168,-0.022,0.010,1830,0.014,0.627,0.184,0.712,0.007,0.006,0.009,0.018,2.080,0.719,0.002,0.174,0.091,0.588,0.001,#REF!
27501,Des Moines,IA,Midwest,West North Central,"595,842",1,urban,0,45,0,0,0,0,0,0,0.384,40108,0.391,13.556,0.255,0.538,0.026,2490,2.860,3.714,6.405,15.9,1.707,-0.006,0.017,4899,0.090,0.722,0.092,0.270,0.007,0.019,0.015,0.051,1.595,0.483,0.001,0.182,0.098,0.564,-0.002,#REF!
27502,Creston,IA,Midwest,West North Central,"35,600",0,rural,0,48,0,0,0,0,0,0,0.556,31082,0.324,8.285,0.241,0.661,0.027,2736,2.860,3.714,6.490,13.4,4.511,-0.018,0.056,6668,0.123,0.649,0.172,1.868,0.006,0.013,0.013,0.016,1.415,0.478,0.001,0.185,0.091,0.599,0.005,#REF!
27503,Atlantic,IA,Midwest,West North Central,"34,687",0,rural,0,53,0,0,0,0,0,0,0.557,35644,0.315,8.047,0.235,0.666,0.025,2557,2.860,3.714,6.166,14.5,9.915,-0.032,,,,0.659,0.131,0.256,0.007,0.010,0.012,0.007,1.971,0.768,0.001,0.154,0.074,0.642,0.001,#REF!
27504,Carroll,IA,Midwest,West North Central,"48,729",0,rural,0,55,0,0,0,0,0,0,0.611,34862,0.299,6.690,0.232,0.683,0.025,2694,2.860,3.714,6.048,14.1,6.525,-0.027,,,,0.658,0.168,0.313,0.007,0.010,0.013,0.026,2.376,0.784,0.000,0.149,0.071,0.604,0.006,#REF!
27601,Rapid City,SD,Midwest,West North Central,"158,442",0,urban,0,46,0,0,0,0,0,0,0.484,33201,0.390,10.240,0.287,0.617,0.029,1719,0.000,0.000,4.695,16.8,0.755,0.012,0.025,3265,-0.050,0.688,0.079,0.628,0.007,0.012,0.013,0.017,0.744,0.542,0.001,0.216,0.111,0.576,0.006,#REF!
27602,Eagle Butte,SD,Midwest,West North Central,"8,491",0,rural,0,35,0,0,0,0,0,0,0.578,18546,0.317,5.469,0.262,0.475,0.016,1574,0.000,0.000,6.721,16.1,0.729,0.064,0.118,2940,,0.578,0.018,0.019,0.005,0.004,0.008,0.005,-0.009,0.528,0.002,0.322,0.124,0.422,0.021,#REF!
27603,Southwest Jackson UT,SD,Midwest,West North Central,"5,126",0,rural,0,46,0,0,0,0,0,0,0.669,26268,0.296,7.437,0.222,0.623,0.029,1560,0.000,0.000,5.023,12.8,11.090,-0.042,,,,0.619,0.046,0.207,0.007,0.000,0.009,0.008,1.482,0.609,0.001,0.190,0.066,0.562,0.017,#REF!
27604,Murdo,SD,Midwest,West North Central,"1,193",0,rural,,,,0,0,0,0,0,0.715,30669,0.309,,,,0.036,1775,0.000,0.000,4.161,15.4,,,,,,0.708,0.017,0.001,,,,0.000,1.618,0.618,0.001,0.137,0.107,0.562,0.045,#REF!
27605,Mission,SD,Midwest,West North Central,"11,133",0,rural,0,27,0,0,0,0,0,0,0.465,17598,0.381,5.522,0.326,0.379,0.012,2285,0.000,0.000,5.546,13.9,-30.399,,0.090,1632,-0.083,0.587,0.014,0.000,0.005,0.008,0.006,0.006,0.035,0.551,0.000,0.391,0.138,0.373,0.008,#REF!
27701,Scottsbluff,NE,Midwest,West North Central,"65,903",0,rural,0,50,0,0,0,0,0,0,0.642,33192,0.346,6.759,0.279,0.605,0.024,2251,1.720,0.000,5.664,15.8,-1.080,0.006,0.030,1677,-0.063,0.650,0.065,0.271,0.006,0.009,0.010,0.035,1.136,0.532,0.001,0.203,0.097,0.591,-0.005,#REF!
27702,Cheyenne,WY,West,Mountain,"95,526",0,urban,0,46,0,0,0,0,0,0,0.564,34425,0.366,9.978,0.266,0.591,0.017,3061,0.000,0.000,5.823,16.4,2.301,0.009,0.010,1128,-0.248,0.664,0.055,0.284,0.006,0.028,0.027,0.026,0.876,0.500,0.001,0.199,0.125,0.583,0.012,#REF!
27703,Torrington,WY,West,Mountain,"21,345",0,rural,0,51,0,0,0,0,0,0,0.624,31966,0.324,5.398,0.270,0.618,0.020,3131,0.000,0.000,6.934,12.6,8.823,-0.003,0.047,1128,-0.019,0.637,0.039,0.066,0.006,0.012,0.021,0.017,0.935,0.411,0.001,0.163,0.105,0.616,0.008,#REF!
27704,Gordon,SD,Midwest,West North Central,"22,238",0,rural,0,35,0,0,0,0,0,0,0.588,19815,0.334,6.245,0.271,0.495,0.017,1751,0.000,0.000,6.731,13.9,-19.811,-0.006,0.045,1560,-0.277,0.570,0.019,0.157,0.005,0.009,0.010,0.007,-0.153,0.454,0.001,0.318,0.095,0.454,-0.011,#REF!
27801,Virginia Beach,NE,Midwest,West North Central,"56,990",0,rural,0,52,0,0,0,0,0,0,0.614,31600,0.331,11.685,0.214,0.665,0.025,2142,1.720,0.000,6.382,15.1,9.922,-0.022,0.035,1621,0.055,0.686,0.176,0.301,0.007,0.013,0.017,0.037,1.106,0.756,0.000,0.153,0.071,0.605,0.006,#REF!
27802,Columbus,NE,Midwest,West North Central,"61,167",0,rural,0,56,0,0,0,0,0,0,0.581,34258,0.279,7.077,0.208,0.712,0.023,11529,1.720,0.000,6.299,14.7,4.493,-0.012,,,,0.689,0.271,0.803,0.007,0.008,0.015,0.055,0.982,0.751,0.000,0.131,0.062,0.629,0.000,#REF!
27901,Hastings,NE,Midwest,West North Central,"42,251",0,rural,0,51,0,0,0,0,0,0,0.599,34343,0.375,12.631,0.248,0.641,0.039,3668,1.720,0.000,7.202,14.1,0.591,-0.015,0.024,12396,0.211,0.666,0.147,0.323,0.008,0.008,0.010,0.038,1.596,0.645,0.000,0.160,0.078,0.594,-0.003,#REF!
27902,York,NE,Midwest,West North Central,"26,871",0,rural,0,55,0,0,0,0,0,0,0.628,35524,0.304,7.531,0.228,0.683,0.032,2505,1.720,0.000,7.759,13.0,5.696,-0.030,0.037,8200,0.057,0.654,0.116,0.104,0.008,0.013,0.014,0.012,2.329,0.695,0.001,0.115,0.068,0.639,0.010,#REF!
27903,Grand Island,NE,Midwest,West North Central,"77,708",0,urban,0,50,0,0,0,0,0,0,0.561,33160,0.355,10.709,0.248,0.653,0.026,2479,1.720,0.000,7.078,15.5,-1.948,0.003,0.013,1320,-0.102,0.691,0.168,0.284,0.008,0.013,0.016,0.060,1.308,0.802,0.002,0.172,0.089,0.616,0.000,#REF!
28001,Sioux City,IA,Midwest,West North Central,"187,773",0,urban,0,49,0,0,0,0,0,0,0.454,35655,0.381,10.997,0.271,0.615,0.025,2173,2.860,3.714,5.613,15.9,-0.747,0.003,0.032,5084,0.036,0.689,0.215,0.358,0.007,0.007,0.014,0.062,1.267,0.597,0.002,0.186,0.088,0.568,-0.005,#REF!
28002,West Point,NE,Midwest,West North Central,"25,165",0,rural,0,47,0,0,0,0,0,0,0.551,32028,0.315,6.198,0.253,0.663,0.027,2508,1.720,0.000,5.889,13.2,6.980,0.003,0.079,1807,-0.227,0.645,0.136,0.118,0.006,0.014,0.017,0.024,1.341,0.723,0.000,0.177,0.072,0.608,0.011,#REF!
28101,Lincoln,NE,Midwest,West North Central,"311,956",0,urban,0,45,0,0,0,0,0,0,0.434,35973,0.376,14.437,0.231,0.586,0.027,2960,1.720,0.000,6.915,15.1,-1.788,0.012,0.022,4557,0.082,0.720,0.131,0.452,0.007,0.020,0.021,0.048,1.659,0.496,0.001,0.187,0.090,0.537,-0.004,#REF!
28102,Nebraska City,NE,Midwest,West North Central,"40,078",0,rural,0,53,0,0,0,0,0,0,0.514,34517,0.287,5.397,0.233,0.657,0.025,2052,1.720,0.000,6.737,13.8,6.023,-0.031,0.025,1973,0.010,0.644,0.127,0.560,0.006,0.015,0.018,0.015,1.614,0.662,0.000,0.150,0.088,0.606,-0.001,#REF!
28201,Red Oak,IA,Midwest,West North Central,"48,197",0,rural,0,51,0,0,0,0,0,0,0.550,33242,0.306,8.440,0.221,0.671,0.023,2014,2.860,3.714,5.934,14.3,2.605,-0.031,,,,0.623,0.209,0.985,0.006,0.011,0.011,0.012,1.309,0.556,0.000,0.171,0.095,0.610,0.003,#REF!
28202,Omaha,NE,Midwest,West North Central,"803,201",1,urban,0,43,0,0,0,0,0,0,0.349,39948,0.432,17.652,0.255,0.535,0.025,2743,1.720,0.000,6.173,16.6,-0.627,0.012,0.022,6011,-0.068,0.712,0.103,0.557,0.006,0.018,0.015,0.044,0.535,0.519,0.001,0.208,0.103,0.555,-0.005,#REF!
28301,Sterling,CO,West,Mountain,"39,751",0,rural,0,52,0,0,0,0,0,0,0.640,31170,0.399,10.371,0.295,0.606,0.034,2621,0.000,1.429,6.612,14.7,5.504,,0.025,1386,-0.010,0.623,0.053,0.064,0.006,0.010,0.015,0.048,1.084,0.506,0.001,0.149,0.082,0.629,-0.002,#REF!
