cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
32100,Beaumont,TX,South,West South Central,"497,770",0,urban,0,43,0,0,0,0,0,0,0.337,31840,0.476,11.668,0.360,0.483,0.031,1992,0.000,0.000,5.695,15.4,-1.083,-0.003,0.008,6575,-0.112,0.551,0.150,0.418,0.003,0.013,0.015,0.042,-0.950,0.621,0.002,0.246,0.109,0.578,-0.006,#REF!
32201,Huntsville,TX,South,West South Central,"191,792",0,rural,0,42,0,0,0,0,0,0,0.411,25251,0.505,13.918,0.365,0.498,0.021,2423,0.000,0.000,5.359,14.7,4.851,-0.010,0.010,1219,0.012,0.517,0.129,0.178,0.003,0.021,0.024,0.052,-1.386,0.521,0.001,0.224,0.085,0.601,-0.008,#REF!
32202,Nacogdoches,TX,South,West South Central,"103,842",0,rural,0,43,0,0,0,0,0,0,0.439,28783,0.508,13.012,0.377,0.472,0.019,1749,0.000,0.000,5.958,13.9,1.487,-0.010,0.010,960,0.094,0.565,0.147,0.757,0.003,0.019,0.019,0.053,-1.496,0.579,0.003,0.228,0.088,0.555,-0.012,#REF!
32301,San Angelo,TX,South,West South Central,"113,973",0,urban,0,44,0,0,0,0,0,0,0.479,31936,0.467,11.329,0.354,0.523,0.024,1440,0.000,0.000,5.299,15.1,3.469,-0.006,0.009,1416,-0.064,0.637,0.077,0.358,0.004,0.027,0.034,0.061,-0.388,0.611,0.001,0.218,0.104,0.565,-0.004,#REF!
32302,Brady,TX,South,West South Central,"23,666",0,rural,0,48,0,0,0,0,0,0,0.577,27666,0.466,14.675,0.319,0.490,0.022,2335,0.000,0.000,6.125,12.6,7.546,-0.024,,,,0.520,0.135,0.454,0.004,0.010,0.016,0.038,-0.828,0.731,0.001,0.178,0.077,0.655,0.003,#REF!
32303,Junction,TX,South,West South Central,"6,828",0,rural,0,41,0,0,0,0,0,0,0.542,35219,0.394,5.439,0.340,0.433,0.023,1856,0.000,0.000,6.720,11.4,16.151,-0.035,,,,0.562,0.085,0.402,0.005,0.004,0.006,0.054,-0.369,0.568,0.001,0.195,0.112,0.606,0.017,#REF!
32304,Uvalde,TX,South,West South Central,"35,212",0,rural,0,46,0,0,0,0,0,0,0.580,26771,0.535,13.255,0.403,0.406,0.031,2366,0.000,0.000,6.031,14.0,-2.206,0.006,0.028,466,-0.139,0.565,0.064,0.161,0.004,0.018,0.022,0.107,-0.435,0.872,0.002,0.182,0.076,0.614,0.011,#REF!
32305,Del Rio,TX,South,West South Central,"49,316",0,rural,0,48,0,0,0,0,0,0,0.515,24076,0.482,7.013,0.412,0.367,0.035,2350,0.000,0.000,5.212,16.0,-4.028,-0.011,,,,0.559,0.100,1.210,0.003,0.017,0.029,0.223,-1.797,0.524,0.001,0.183,0.065,0.619,-0.006,#REF!
32306,Eagle Pass,TX,South,West South Central,"47,297",0,rural,0,46,0,0,0,0,0,0,0.526,18470,0.420,9.534,0.324,0.287,0.024,2138,0.000,0.000,5.251,17.2,1.012,-0.013,,,,0.507,0.101,0.399,0.003,0.020,0.025,0.378,-2.985,0.347,0.002,0.171,0.047,0.616,-0.005,#REF!
32401,Big Spring,TX,South,West South Central,"54,073",0,rural,0,48,0,0,0,0,0,0,0.633,26412,0.447,10.352,0.344,0.508,0.039,2934,0.000,0.000,6.082,14.1,0.588,-0.015,0.037,552,-0.168,0.492,0.070,0.116,0.004,0.012,0.017,0.063,-0.701,0.706,0.001,0.197,0.085,0.626,-0.009,#REF!
32402,Sweetwater,TX,South,West South Central,"20,146",0,rural,0,47,0,0,0,0,0,0,0.588,28676,0.417,7.360,0.344,0.479,0.031,1820,0.000,0.000,7.216,12.5,13.841,-0.010,0.050,1176,-0.011,0.565,0.112,0.326,0.003,0.015,0.019,0.037,-0.553,0.813,0.001,0.244,0.092,0.588,0.009,#REF!
32403,Snyder,TX,South,West South Central,"26,918",0,rural,0,50,0,0,0,0,0,0,0.608,26045,0.373,7.916,0.294,0.567,0.048,2009,0.000,0.000,7.856,12.8,0.891,-0.009,0.037,750,-0.020,0.478,0.048,0.069,0.004,0.011,0.015,0.029,-0.439,0.715,0.001,0.191,0.088,0.594,0.010,#REF!
32501,Abilene,TX,South,West South Central,"191,518",0,urban,0,45,0,0,0,0,0,0,0.487,29968,0.449,11.684,0.332,0.547,0.022,1846,0.000,0.000,5.929,13.6,11.000,-0.010,0.031,7843,0.040,0.618,0.070,0.162,0.004,0.021,0.023,0.037,-0.408,0.676,0.001,0.205,0.109,0.578,0.000,#REF!
32502,Childress,TX,South,West South Central,"9,592",0,rural,0,44,0,0,0,0,0,0,0.757,23872,0.336,4.029,0.296,0.503,0.023,2093,0.000,0.000,5.916,13.4,7.926,-0.016,,,,0.459,0.031,0.001,0.005,0.007,0.005,0.046,0.165,0.736,0.001,0.241,0.060,0.695,0.005,#REF!
32503,Haskell,TX,South,West South Central,"15,157",0,rural,0,49,0,0,0,0,0,0,0.612,29543,0.389,5.069,0.338,0.529,0.038,2378,0.000,0.000,7.916,10.3,10.797,-0.028,,,,0.516,0.019,0.000,0.004,0.006,0.010,0.041,0.115,1.049,0.001,0.180,0.073,0.659,0.015,#REF!
32601,Wichita Falls,TX,South,West South Central,"151,524",0,urban,0,44,0,0,0,0,0,0,0.441,30238,0.419,12.378,0.296,0.600,0.022,1618,0.000,0.000,5.821,14.5,6.765,-0.014,0.007,1200,-0.096,0.644,0.124,0.913,0.005,0.024,0.037,0.047,-0.171,0.635,0.002,0.213,0.108,0.587,0.008,#REF!
32602,Graham,TX,South,West South Central,"28,556",0,rural,0,51,0,0,0,0,0,0,0.548,31567,0.386,8.506,0.301,0.564,0.034,2295,0.000,0.000,5.504,13.5,10.139,-0.030,,,,0.561,0.112,0.093,0.005,0.017,0.020,0.032,-0.026,0.802,0.001,0.170,0.093,0.640,0.011,#REF!
32603,Seymour,TX,South,West South Central,"4,093",0,rural,,,0,0,0,0,0,0,0.674,35578,0.400,,,,0.021,2829,0.000,0.000,5.971,11.8,,,,,,0.498,0.029,0.140,,0.000,0.009,0.020,0.837,1.017,0.001,0.192,0.084,0.622,0.012,#REF!
32604,Vernon,TX,South,West South Central,"21,022",0,rural,0,43,0,0,0,0,0,0,0.678,32588,0.615,32.430,0.291,0.507,0.032,2126,0.000,0.000,5.626,13.3,-1.516,-0.022,0.048,720,-0.192,0.591,0.123,0.290,0.005,0.010,0.014,0.037,-0.308,0.869,0.002,0.203,0.084,0.607,-0.011,#REF!
32701,Brownwood,TX,South,West South Central,"58,246",0,rural,0,45,0,0,0,0,0,0,0.495,30586,0.408,9.849,0.310,0.535,0.023,1735,0.000,0.000,5.841,12.8,9.944,-0.009,0.017,8400,0.064,0.557,0.153,1.168,0.004,0.014,0.014,0.035,-0.565,0.714,0.002,0.203,0.104,0.609,-0.008,#REF!
32702,Stephenville,TX,South,West South Central,"55,256",0,rural,0,48,0,0,0,0,0,0,0.523,30856,0.453,13.860,0.315,0.535,0.027,1531,0.000,0.000,5.216,14.7,7.532,-0.016,0.018,1608,0.031,0.611,0.116,0.623,0.004,0.021,0.019,0.068,-0.963,0.607,0.001,0.150,0.076,0.620,-0.011,#REF!
32801,Waco,TX,South,West South Central,"281,618",0,urban,0,40,0,0,0,0,0,0,0.363,31690,0.492,12.760,0.364,0.504,0.023,1729,0.000,0.000,5.560,14.9,1.721,0.002,0.014,6505,0.074,0.604,0.147,0.902,0.004,0.021,0.021,0.059,-0.468,0.597,0.002,0.240,0.098,0.557,-0.014,#REF!
32802,Corsicana,TX,South,West South Central,"100,377",0,rural,0,44,0,0,0,0,0,0,0.377,29976,0.418,7.452,0.343,0.495,0.030,1739,0.000,0.000,6.463,13.8,1.524,-0.012,0.010,540,-0.164,0.550,0.137,0.725,0.004,0.024,0.022,0.065,-1.163,0.610,0.002,0.210,0.095,0.598,0.004,#REF!
32900,Killeen,TX,South,West South Central,"330,714",0,urban,0,40,0,0,0,0,0,0,0.383,28336,0.369,8.110,0.288,0.610,0.019,1742,0.000,0.000,5.490,15.2,3.108,-0.010,0.009,3269,-0.135,0.673,0.092,1.342,0.003,0.050,0.052,0.068,-2.246,0.458,0.001,0.205,0.098,0.602,-0.002,#REF!
33000,Fort Worth,TX,South,West South Central,"1,804,370",1,urban,0,42,0,0,0,0,0,0,0.240,39232,0.496,15.257,0.343,0.486,0.027,2338,0.000,0.000,5.928,16.6,-0.276,0.007,0.006,4313,-0.159,0.682,0.142,0.834,0.004,0.038,0.032,0.109,-1.102,0.519,0.001,0.195,0.110,0.579,-0.007,#REF!
33100,Dallas,TX,South,West South Central,"3,405,666",1,urban,0,40,0,0,0,0,0,0,0.218,43436,0.561,19.639,0.364,0.454,0.033,2574,0.000,0.000,6.018,16.6,-1.675,0.004,0.009,4829,-0.168,0.699,0.126,0.816,0.004,0.031,0.029,0.172,-1.179,0.526,0.002,0.202,0.101,0.554,-0.012,#REF!
33200,Paris,TX,South,West South Central,"185,835",0,urban,0,41,0,0,0,0,0,0,0.390,32552,0.418,9.075,0.327,0.532,0.021,1969,0.000,0.000,6.042,14.2,5.650,-0.014,0.011,1551,-0.088,0.602,0.187,0.525,0.004,0.028,0.025,0.038,-0.884,0.592,0.003,0.212,0.107,0.597,-0.010,#REF!
33300,Tyler,TX,South,West South Central,"434,643",0,urban,0,43,0,0,0,0,0,0,0.330,32245,0.483,11.932,0.364,0.513,0.022,1527,0.000,0.000,5.168,15.0,3.891,-0.009,0.018,1469,-0.203,0.560,0.122,1.334,0.004,0.025,0.020,0.052,-0.807,0.594,0.002,0.204,0.097,0.621,-0.002,#REF!
33400,Longview,TX,South,West South Central,"289,849",0,urban,0,44,0,0,0,0,0,0,0.361,32365,0.470,11.649,0.354,0.511,0.032,1733,0.000,0.000,5.525,14.6,4.051,-0.008,0.017,3851,-0.110,0.585,0.157,1.020,0.004,0.016,0.016,0.041,-0.387,0.622,0.003,0.218,0.104,0.593,-0.003,#REF!
33500,Texarkana,TX,South,West South Central,"235,988",0,urban,0,41,0,0,0,0,0,0,0.399,31309,0.458,10.247,0.356,0.501,0.020,1876,0.000,0.000,5.480,14.2,4.345,-0.003,0.008,659,-0.207,0.563,0.163,0.733,0.003,0.012,0.012,0.039,-0.856,0.657,0.003,0.252,0.105,0.579,-0.007,#REF!
33601,Lawton,OK,South,West South Central,"171,610",0,urban,0,44,0,0,0,0,0,0,0.472,27931,0.389,8.630,0.303,0.570,0.014,1627,0.000,0.000,4.616,17.1,-1.779,-0.009,0.006,1470,-0.167,0.618,0.108,0.569,0.004,0.028,0.035,0.043,-1.228,0.653,0.002,0.223,0.110,0.578,0.003,#REF!
33602,Altus,OK,South,West South Central,"48,010",0,rural,0,46,0,0,0,0,0,0,0.621,28343,0.376,7.529,0.301,0.551,0.013,2464,0.000,0.000,4.880,15.6,5.331,-0.004,0.021,1440,-0.109,0.582,0.086,0.503,0.004,0.016,0.023,0.034,-0.928,0.894,0.001,0.199,0.110,0.592,0.001,#REF!
33603,Frederick,OK,South,West South Central,"9,287",0,rural,0,46,0,0,0,0,0,0,0.538,29047,0.311,5.457,0.256,0.449,0.011,1734,0.000,0.000,6.161,13.8,-8.750,0.017,,,,0.512,0.151,2.565,0.004,0.012,0.018,0.043,-0.338,0.970,0.002,0.193,0.088,0.616,-0.023,#REF!
33700,Ardmore,OK,South,West South Central,"117,982",0,rural,0,46,0,0,0,0,0,0,0.442,29691,0.412,9.046,0.321,0.533,0.014,1642,0.000,0.000,4.889,15.7,-2.527,-0.007,0.008,882,-0.166,0.575,0.144,0.998,0.005,0.016,0.015,0.020,-0.366,0.761,0.003,0.197,0.113,0.609,-0.001,#REF!
33801,Elk City,OK,South,West South Central,"60,885",0,rural,0,51,0,0,0,0,0,0,0.604,28315,0.378,6.759,0.310,0.542,0.018,1895,0.000,0.000,5.110,14.1,1.210,0.010,0.016,1485,-0.007,0.591,0.076,1.884,0.005,0.013,0.013,0.023,-0.062,0.836,0.001,0.185,0.102,0.562,0.010,#REF!
33802,Chickasha,OK,South,West South Central,"75,666",0,urban,0,45,0,0,0,0,0,0,0.382,28080,0.393,7.397,0.319,0.547,0.012,1440,0.000,0.000,4.687,15.5,-1.913,-0.007,0.013,1176,-0.041,0.581,0.139,0.818,0.004,0.032,0.026,0.016,-0.745,0.712,0.002,0.200,0.111,0.597,0.002,#REF!
33803,Oklahoma City,OK,South,West South Central,"1,154,246",1,urban,0,42,0,0,0,0,0,0,0.305,34352,0.477,12.936,0.348,0.517,0.017,1775,0.000,0.000,4.687,17.0,-3.512,0.018,0.017,3426,-0.010,0.646,0.105,1.364,0.004,0.019,0.017,0.054,-0.490,0.596,0.001,0.234,0.122,0.549,0.000,#REF!
33901,Ada,OK,South,West South Central,"69,207",0,rural,0,45,0,0,0,0,0,0,0.458,25140,0.427,9.299,0.334,0.496,0.019,2173,0.000,0.000,5.012,15.2,-3.446,0.008,0.014,1470,-0.009,0.547,0.133,0.913,0.004,0.020,0.020,0.011,-0.078,0.626,0.002,0.202,0.112,0.594,0.012,#REF!
33902,Sherman,TX,South,West South Central,"178,371",0,urban,0,42,0,0,0,0,0,0,0.372,32930,0.412,8.671,0.326,0.544,0.020,1840,0.000,0.000,5.715,14.8,8.063,-0.010,0.017,4705,0.000,0.597,0.180,1.282,0.004,0.025,0.022,0.032,-0.678,0.641,0.001,0.202,0.114,0.584,-0.007,#REF!
34001,Hot Springs,AR,South,West South Central,"210,357",0,urban,0,40,0,0,0,0,0,0,0.384,31877,0.473,12.163,0.352,0.503,0.014,1323,1.000,0.000,4.738,17.1,-1.747,0.002,0.024,3910,-0.017,0.564,0.199,2.903,0.004,0.013,0.011,0.027,-0.572,0.597,0.002,0.226,0.114,0.591,-0.008,#REF!
34002,Idabel,OK,South,West South Central,"97,397",0,rural,0,43,0,0,0,0,0,0,0.423,26431,0.387,7.085,0.316,0.460,0.012,1318,0.000,0.000,4.887,15.6,-1.466,0.000,0.021,1136,-0.138,0.552,0.197,0.452,0.004,0.007,0.010,0.034,-1.120,0.596,0.002,0.221,0.110,0.603,-0.005,#REF!
34101,Sand Point,AK,West,Pacific,"2,697",0,rural,,,,0,0,0,0,0,0.945,16696,0.332,,,,0.072,5546,0.000,0.000,,12.2,,,,,,0.793,0.449,,,0.016,0.013,0.183,,0.110,0.004,0.282,0.080,0.633,-0.115,#REF!
34102,Anchorage,AK,West,Pacific,"369,296",0,urban,0,45,0,0,0,0,0,0,0.364,41724,0.350,8.657,0.264,0.475,0.020,3857,0.000,0.000,8.706,20.0,-5.599,0.044,0.008,2786,-0.200,0.715,0.024,,0.005,0.029,0.029,0.065,,0.344,0.002,0.200,0.125,0.552,0.002,#REF!
34103,Valdez,AK,West,Pacific,"10,195",0,rural,0,46,0,0,0,0,0,0,0.687,39972,0.330,3.202,0.298,0.434,0.043,13621,0.000,0.000,10.053,16.5,-0.438,-0.004,0.196,2719,,0.663,0.039,,0.006,0.022,0.029,0.052,,0.225,0.003,0.166,0.114,0.566,0.003,#REF!
34104,Bristol Bay,AK,West,Pacific,"1,258",0,rural,,,,0,0,0,0,0,0.744,39909,0.283,,,,0.054,11742,0.000,0.000,11.360,20.7,,,,,,0.715,0.015,,,,,0.006,,0.215,0.000,0.112,0.129,0.541,0.024,#REF!
34105,Kotzebue,AK,West,Pacific,"7,208",0,rural,0,31,0,0,0,0,0,0,0.864,27613,0.302,3.179,0.270,0.583,0.075,,0.000,0.000,,17.9,-25.289,0.095,,,,0.629,0.002,,0.005,0.018,0.027,0.014,,0.391,0.028,0.248,0.066,0.425,-0.017,#REF!
34106,Nome,AK,West,Pacific,"9,196",0,rural,0,31,0,0,0,0,0,0,0.928,29589,0.392,6.635,0.325,0.551,0.015,3670,0.000,0.000,,14.2,-30.813,0.017,,,,0.605,0.009,,0.006,0.014,0.020,0.015,,0.486,0.004,0.209,0.074,0.398,-0.003,#REF!
34107,Dillingham,AK,West,Pacific,"6,745",0,rural,0,41,0,0,0,0,0,0,0.812,31291,0.377,4.540,0.332,0.494,0.011,6661,0.000,0.000,,14.1,-28.735,0.109,,,,0.606,0.017,,0.006,0.013,0.022,0.009,,0.304,0.003,0.195,0.091,0.490,-0.001,#REF!
34108,Kodiak,AK,West,Pacific,"13,913",0,rural,0,46,0,0,0,0,0,0,0.752,38933,0.371,14.251,0.229,0.594,0.017,3471,0.000,0.000,8.420,20.3,-1.741,0.007,,,,0.741,0.168,,0.005,0.016,0.036,0.167,,0.256,0.004,0.137,0.102,0.604,-0.018,#REF!
34109,Juneau,AK,West,Pacific,"37,347",0,rural,0,43,0,0,0,0,0,0,0.547,43595,0.283,5.475,0.229,0.479,0.026,4509,0.000,0.000,9.217,27.7,-4.643,0.036,0.027,2460,-0.208,0.738,0.017,,0.006,0.014,0.018,0.051,,0.240,0.004,0.193,0.117,0.540,0.001,#REF!
34110,Sitka,AK,West,Pacific,"15,519",0,rural,0,41,0,0,0,0,0,0,0.805,42159,0.275,4.478,0.230,0.581,0.019,4665,0.000,0.000,8.366,17.1,5.428,0.004,0.064,7250,,0.718,0.058,,0.007,0.006,0.016,0.041,,0.386,0.004,0.188,0.119,0.574,0.001,#REF!
34111,Ketchikan,AK,West,Pacific,"20,216",0,rural,0,41,0,0,0,0,0,0,0.556,39002,0.331,7.918,0.252,0.532,0.022,3802,0.000,0.000,8.460,18.5,-6.395,0.042,,,,0.721,0.057,,0.006,0.007,0.012,0.045,,0.306,0.005,0.210,0.134,0.553,0.001,#REF!
34112,Bethel,AK,West,Pacific,"23,034",0,rural,0,33,0,0,0,0,0,0,0.909,23593,0.429,6.028,0.369,0.487,0.010,1789,0.000,0.000,,14.2,-32.785,0.072,,,,0.616,0.007,,0.006,0.009,0.020,0.010,,0.568,0.003,0.195,0.062,0.443,0.004,#REF!
34113,Barrow,AK,West,Pacific,"7,385",0,rural,0,31,0,0,0,0,0,0,0.879,39123,0.261,5.017,0.211,0.412,,,0.000,0.000,,14.8,-25.019,0.098,0.135,1680,-0.144,0.721,0.004,,0.007,0.008,0.022,0.058,,0.231,0.001,0.250,0.092,0.427,-0.072,#REF!
34114,Unalaska,AK,West,Pacific,"5,465",0,rural,,,0,0,0,0,0,0,0.852,23637,0.285,,,,0.070,2949,0.000,0.000,,16.7,,,,,,0.816,0.317,,,0.018,0.029,0.214,,0.166,0.008,0.134,0.128,0.512,-0.118,#REF!
34115,Fairbanks,AK,West,Pacific,"97,458",0,urban,0,46,0,0,0,0,0,0,0.477,35935,0.311,7.605,0.235,0.541,0.016,2655,0.000,0.000,8.849,18.2,-3.754,0.051,0.010,2460,-0.157,0.725,0.022,,0.005,0.033,0.039,0.042,,0.342,0.002,0.177,0.106,0.560,0.004,#REF!
34201,Havre,MT,West,Mountain,"25,840",0,rural,0,43,0,0,0,0,0,0,0.714,27557,0.367,5.873,0.309,0.581,0.025,2021,0.000,0.000,6.557,15.3,-4.699,0.018,0.116,1979,-0.033,0.641,0.014,0.021,0.005,0.010,0.014,0.018,0.976,0.546,0.003,0.223,0.092,0.569,0.008,#REF!
34202,Shelby,MT,West,Mountain,"24,938",0,rural,0,40,0,0,1,0,0,0,0.664,25615,0.385,6.095,0.324,0.531,0.028,2671,0.000,0.000,6.803,14.6,-7.629,0.014,0.040,1620,-0.115,0.606,0.016,0.753,0.005,0.007,0.013,0.023,0.596,0.713,0.001,0.193,0.088,0.570,0.002,#REF!
34203,Great Falls,MT,West,Mountain,"95,101",0,urban,0,47,0,0,0,0,0,0,0.538,32458,0.388,9.700,0.291,0.614,0.020,1763,0.000,0.000,5.102,16.7,12.992,-0.021,0.021,5187,-0.188,0.642,0.034,0.725,0.005,0.019,0.025,0.022,0.698,0.487,0.003,0.200,0.113,0.588,0.001,#REF!
34204,Lewistown,MT,West,Mountain,"12,386",0,rural,0,50,0,0,0,0,0,0,0.685,31401,0.352,6.108,0.291,0.571,0.024,1734,0.000,0.000,5.873,16.4,16.404,-0.010,,,,0.628,0.048,0.016,0.007,0.013,0.011,0.010,1.756,0.525,0.002,0.143,0.106,0.596,0.009,#REF!
34301,Cody,WY,West,Mountain,"37,247",0,rural,0,53,0,0,0,0,0,0,0.617,32675,0.354,9.305,0.261,0.624,0.031,3675,0.000,0.000,7.041,16.3,14.809,-0.001,0.027,1128,-0.086,0.628,0.056,0.234,0.007,0.011,0.014,0.019,-0.026,0.486,0.001,0.153,0.106,0.614,0.019,#REF!
34302,Worland,WY,West,Mountain,"13,171",0,rural,0,50,0,0,0,0,0,0,0.766,34375,0.376,15.103,0.225,0.647,0.028,2810,0.000,0.000,6.149,15.8,7.028,,,,,0.651,0.059,-0.003,0.007,0.010,0.017,0.020,1.624,0.508,0.003,0.157,0.109,0.627,0.023,#REF!
34303,Riverton,WY,West,Mountain,"35,804",0,rural,0,46,0,0,0,0,0,0,0.632,30954,0.435,10.233,0.332,0.544,0.021,2643,0.000,0.000,8.755,14.6,-2.510,0.035,0.028,1108,-0.032,0.649,0.030,2.156,0.006,0.014,0.016,0.008,-0.090,0.421,0.001,0.216,0.127,0.559,0.016,#REF!
34304,Sheridan,WY,West,Mountain,"46,306",0,rural,0,45,0,0,0,0,0,0,0.583,32114,0.501,20.947,0.292,0.561,0.024,2865,0.000,0.000,6.880,15.5,1.819,0.017,0.043,1304,-0.164,0.648,0.028,0.025,0.006,0.015,0.017,0.013,1.138,0.454,0.001,0.204,0.121,0.580,0.006,#REF!
34305,Miles City,MT,West,Mountain,"12,895",0,rural,0,51,0,0,0,0,0,0,0.755,30026,0.345,7.980,0.265,0.611,0.024,2043,0.000,0.000,5.025,15.9,10.444,-0.006,0.078,1440,0.024,0.634,0.023,0.085,0.007,0.010,0.010,0.014,0.593,0.506,0.002,0.219,0.118,0.560,0.007,#REF!
34306,Jordan,MT,West,Mountain,"1,279",0,rural,,,,0,0,0,0,0,0.739,27449,0.288,,,,0.035,2161,0.000,0.000,6.802,11.9,,,,,,0.670,0.014,0.038,,,,0.011,0.205,0.408,0.001,0.111,0.055,0.673,0.031,#REF!
34307,Colstrip,MT,West,Mountain,"12,102",0,rural,0,44,0,0,0,0,0,0,0.693,28921,0.325,4.599,0.279,0.585,0.057,6886,0.000,0.000,7.773,13.4,-3.745,0.010,0.083,,0.092,0.647,0.015,0.026,0.006,0.015,0.019,0.010,-0.134,0.462,0.002,0.192,0.097,0.578,0.004,#REF!
34308,Billings,MT,West,Mountain,"152,638",0,urban,0,48,0,0,0,0,0,0,0.446,35377,0.415,10.966,0.305,0.582,0.021,1750,0.000,0.000,5.226,17.9,6.772,-0.001,0.020,4681,-0.080,0.678,0.057,0.142,0.006,0.023,0.019,0.014,1.177,0.462,0.001,0.197,0.117,0.570,0.005,#REF!
34309,Harlowton,MT,West,Mountain,"4,191",0,rural,,,0,0,0,0,0,0,0.696,26263,0.372,,,,0.042,1850,0.000,0.000,6.585,13.4,,,,,,0.630,0.017,0.112,,0.000,0.006,0.024,1.232,0.438,0.000,0.126,0.084,0.628,0.006,#REF!
34401,Dillon,MT,West,Mountain,"9,202",0,rural,0,51,0,0,0,0,0,0,0.730,27667,0.404,13.733,0.266,0.620,0.027,2072,0.000,0.000,5.431,18.6,11.176,-0.003,0.109,2072,-0.120,0.637,0.044,0.015,0.007,0.013,0.018,0.016,0.908,0.485,0.000,0.123,0.083,0.570,0.011,#REF!
34402,Bozeman,MT,West,Mountain,"93,985",0,rural,0,47,0,0,0,0,0,0,0.527,31692,0.414,11.081,0.303,0.605,0.021,1735,0.000,0.000,6.050,16.8,13.863,-0.005,0.011,2272,0.082,0.710,0.073,1.066,0.006,0.033,0.022,0.026,1.329,0.267,0.001,0.148,0.092,0.562,0.015,#REF!
34403,Helena,MT,West,Mountain,"70,150",0,rural,0,46,0,0,0,0,0,0,0.472,33610,0.355,8.999,0.265,0.611,0.029,1668,0.000,0.000,5.237,17.3,8.937,0.001,0.029,8644,0.066,0.691,0.041,0.368,0.006,0.023,0.020,0.015,3.071,0.466,0.001,0.184,0.126,0.600,0.006,#REF!
34404,Butte-Silver Bow,MT,West,Mountain,"54,033",0,rural,0,47,0,0,0,0,0,0,0.610,30173,0.398,6.680,0.331,0.551,0.030,1569,0.000,0.000,5.335,18.0,6.263,0.017,0.037,2123,-0.048,0.588,0.050,0.193,0.005,0.013,0.018,0.014,1.018,0.529,0.001,0.215,0.120,0.543,-0.002,#REF!
34501,Bonners Ferry,ID,West,Mountain,"9,871",0,rural,0,46,0,0,0,0,0,0,0.438,28983,0.383,10.362,0.280,0.568,0.016,2032,0.400,0.000,4.668,19.5,4.734,0.031,,,,0.588,0.144,0.463,0.006,0.017,0.018,0.029,-0.295,0.358,0.001,0.156,0.110,0.616,-0.011,#REF!
34502,Libby,MT,West,Mountain,"18,837",0,rural,0,48,0,0,0,0,0,0,0.599,26385,0.369,9.077,0.278,0.580,0.025,1638,0.000,0.000,5.077,17.1,5.058,-0.010,,,,0.535,0.127,0.033,0.004,0.014,0.014,0.014,0.660,0.382,0.001,0.181,0.116,0.619,0.020,#REF!
34503,Kalispell,MT,West,Mountain,"111,205",0,rural,0,45,0,0,0,0,0,0,0.450,32003,0.440,11.362,0.326,0.559,0.021,1710,0.000,0.000,4.985,17.9,5.978,0.008,0.018,2096,-0.121,0.623,0.115,0.650,0.006,0.021,0.017,0.020,0.527,0.395,0.001,0.191,0.118,0.592,0.007,#REF!
34504,Missoula,MT,West,Mountain,"135,756",0,urban,0,46,0,0,0,0,0,0,0.467,31286,0.418,8.702,0.331,0.564,0.025,1657,0.000,0.000,5.145,17.4,8.573,0.004,0.007,2250,0.048,0.671,0.076,0.512,0.005,0.025,0.024,0.021,1.170,0.314,0.002,0.196,0.108,0.543,0.004,#REF!
34601,Gillette,WY,West,Mountain,"46,229",0,rural,0,56,0,0,0,0,0,0,0.536,34452,0.295,8.507,0.210,0.572,0.062,4315,0.000,0.000,7.142,14.5,5.883,0.009,,,,0.724,0.033,0.023,0.007,0.018,0.017,0.014,-0.926,0.482,0.002,0.152,0.098,0.626,0.020,#REF!
34602,Rawlins,WY,West,Mountain,"15,639",0,rural,0,49,0,0,0,0,0,0,0.722,31828,0.269,4.303,0.226,0.645,0.046,3351,0.000,0.000,7.182,13.7,-5.208,0.016,,,,0.626,0.066,0.023,0.007,0.018,0.025,0.029,-0.646,0.429,0.003,0.192,0.123,0.613,0.019,#REF!
34603,Casper,WY,West,Mountain,"78,585",0,urban,0,50,0,0,0,0,0,0,0.528,34840,0.430,15.007,0.280,0.580,0.021,3000,0.000,0.000,6.458,17.0,-0.214,0.059,0.013,1248,-0.147,0.683,0.055,0.448,0.006,0.022,0.019,0.018,0.542,0.435,0.001,0.221,0.132,0.571,0.013,#REF!
34604,Lusk,WY,West,Mountain,"2,407",0,rural,,,,0,0,0,0,0,0.720,30783,0.418,,,,0.036,5706,0.000,0.000,7.655,12.5,,,,,,0.617,0.022,0.034,,,,0.007,0.808,0.492,0.002,0.156,0.106,0.605,0.008,#REF!
34701,Honolulu,HI,West,Pacific,"876,156",1,urban,0,45,0,0,0,0,0,0,0.235,39404,0.396,9.084,0.305,0.517,0.015,1316,1.050,0.000,6.563,18.4,-14.799,0.018,0.015,5088,-0.105,0.647,0.038,,0.003,0.030,0.034,0.192,,0.333,0.001,0.167,0.084,0.534,0.001,#REF!
